ELECTIONTYPE,ELECTIONYEAR,WARDNUM,NUMVOTES,CANDIDATELASTNAME,CANDIDATEFIRSTNAME
Mayoral,2010,10,23,Ghazi,Abdullah-Baquie
Mayoral,2010,11,78,Ghazi,Abdullah-Baquie
Mayoral,2010,12,58,Ghazi,Abdullah-Baquie
Mayoral,2010,13,24,Ghazi,Abdullah-Baquie
Mayoral,2010,14,24,Ghazi,Abdullah-Baquie
Mayoral,2010,15,46,Ghazi,Abdullah-Baquie
Mayoral,2010,16,10,Ghazi,Abdullah-Baquie
Mayoral,2010,17,26,Ghazi,Abdullah-Baquie
Mayoral,2010,18,48,Ghazi,Abdullah-Baquie
Mayoral,2010,19,24,Ghazi,Abdullah-Baquie
Mayoral,2010,20,26,Ghazi,Abdullah-Baquie
Mayoral,2010,21,18,Ghazi,Abdullah-Baquie
Mayoral,2010,22,13,Ghazi,Abdullah-Baquie
Mayoral,2010,23,32,Ghazi,Abdullah-Baquie
Mayoral,2010,24,38,Ghazi,Abdullah-Baquie
Mayoral,2010,25,28,Ghazi,Abdullah-Baquie
Mayoral,2010,26,332,Ghazi,Abdullah-Baquie
Mayoral,2010,27,28,Ghazi,Abdullah-Baquie
Mayoral,2010,28,62,Ghazi,Abdullah-Baquie
Mayoral,2010,29,30,Ghazi,Abdullah-Baquie
Mayoral,2010,30,34,Ghazi,Abdullah-Baquie
Mayoral,2010,31,68,Ghazi,Abdullah-Baquie
Mayoral,2010,32,30,Ghazi,Abdullah-Baquie
Mayoral,2010,33,70,Ghazi,Abdullah-Baquie
Mayoral,2010,34,87,Ghazi,Abdullah-Baquie
Mayoral,2010,35,108,Ghazi,Abdullah-Baquie
Mayoral,2010,36,59,Ghazi,Abdullah-Baquie
Mayoral,2010,37,89,Ghazi,Abdullah-Baquie
Mayoral,2010,38,60,Ghazi,Abdullah-Baquie
Mayoral,2010,39,49,Ghazi,Abdullah-Baquie
Mayoral,2010,40,76,Ghazi,Abdullah-Baquie
Mayoral,2010,41,45,Ghazi,Abdullah-Baquie
Mayoral,2010,42,174,Ghazi,Abdullah-Baquie
Mayoral,2010,43,110,Ghazi,Abdullah-Baquie
Mayoral,2010,44,90,Ghazi,Abdullah-Baquie
Mayoral,2010,1,6,Gomberg,Howard
Mayoral,2010,2,7,Gomberg,Howard
Mayoral,2010,3,8,Gomberg,Howard
Mayoral,2010,4,7,Gomberg,Howard
Mayoral,2010,5,9,Gomberg,Howard
Mayoral,2010,6,8,Gomberg,Howard
Mayoral,2010,7,9,Gomberg,Howard
Mayoral,2010,8,10,Gomberg,Howard
Mayoral,2010,9,9,Gomberg,Howard
Mayoral,2010,10,46,Gomberg,Howard
Mayoral,2010,11,10,Gomberg,Howard
Mayoral,2010,12,10,Gomberg,Howard
Mayoral,2010,13,5,Gomberg,Howard
Mayoral,2010,14,7,Gomberg,Howard
Mayoral,2010,15,15,Gomberg,Howard
Mayoral,2010,16,8,Gomberg,Howard
Mayoral,2010,17,8,Gomberg,Howard
Mayoral,2010,18,13,Gomberg,Howard
Mayoral,2010,19,6,Gomberg,Howard
Mayoral,2010,20,18,Gomberg,Howard
Mayoral,2010,21,13,Gomberg,Howard
Mayoral,2010,22,7,Gomberg,Howard
Mayoral,2010,23,12,Gomberg,Howard
Mayoral,2010,24,13,Gomberg,Howard
Mayoral,2010,25,9,Gomberg,Howard
Mayoral,2010,26,17,Gomberg,Howard
Mayoral,2010,27,10,Gomberg,Howard
Mayoral,2010,28,18,Gomberg,Howard
Mayoral,2010,29,11,Gomberg,Howard
Mayoral,2010,30,7,Gomberg,Howard
Mayoral,2010,31,5,Gomberg,Howard
Mayoral,2010,32,7,Gomberg,Howard
Mayoral,2010,33,10,Gomberg,Howard
Mayoral,2010,34,9,Gomberg,Howard
Mayoral,2010,35,8,Gomberg,Howard
Mayoral,2010,36,7,Gomberg,Howard
Mayoral,2010,37,10,Gomberg,Howard
Mayoral,2010,38,16,Gomberg,Howard
Mayoral,2010,39,9,Gomberg,Howard
Mayoral,2010,40,15,Gomberg,Howard
Mayoral,2010,41,12,Gomberg,Howard
Mayoral,2010,42,21,Gomberg,Howard
Mayoral,2010,43,6,Gomberg,Howard
Mayoral,2010,44,6,Gomberg,Howard
Mayoral,2010,1,9,Goodhead,Barry
Mayoral,2010,2,13,Goodhead,Barry
Mayoral,2010,3,9,Goodhead,Barry
Mayoral,2010,4,5,Goodhead,Barry
Mayoral,2010,5,12,Goodhead,Barry
Mayoral,2010,6,21,Goodhead,Barry
Mayoral,2010,7,16,Goodhead,Barry
Mayoral,2010,8,28,Goodhead,Barry
Mayoral,2010,9,30,Goodhead,Barry
Mayoral,2010,10,23,Goodhead,Barry
Mayoral,2010,11,20,Goodhead,Barry
Mayoral,2010,12,19,Goodhead,Barry
Mayoral,2010,13,16,Goodhead,Barry
Mayoral,2010,14,18,Goodhead,Barry
Mayoral,2010,15,24,Goodhead,Barry
Mayoral,2010,16,6,Goodhead,Barry
Mayoral,2010,17,15,Goodhead,Barry
Mayoral,2010,18,22,Goodhead,Barry
Mayoral,2010,19,14,Goodhead,Barry
Mayoral,2010,20,13,Goodhead,Barry
Mayoral,2010,21,9,Goodhead,Barry
Mayoral,2010,22,9,Goodhead,Barry
Mayoral,2010,23,17,Goodhead,Barry
Mayoral,2010,24,15,Goodhead,Barry
Mayoral,2010,25,5,Goodhead,Barry
Mayoral,2010,26,26,Goodhead,Barry
Mayoral,2010,27,8,Goodhead,Barry
Mayoral,2010,28,13,Goodhead,Barry
Mayoral,2010,29,24,Goodhead,Barry
Mayoral,2010,30,13,Goodhead,Barry
Mayoral,2010,31,14,Goodhead,Barry
Mayoral,2010,32,20,Goodhead,Barry
Mayoral,2010,33,11,Goodhead,Barry
Mayoral,2010,34,17,Goodhead,Barry
Mayoral,2010,35,16,Goodhead,Barry
Mayoral,2010,36,23,Goodhead,Barry
Mayoral,2010,37,16,Goodhead,Barry
Mayoral,2010,38,33,Goodhead,Barry
Mayoral,2010,39,19,Goodhead,Barry
Mayoral,2010,40,17,Goodhead,Barry
Mayoral,2010,41,22,Goodhead,Barry
Mayoral,2010,42,18,Goodhead,Barry
Mayoral,2010,43,18,Goodhead,Barry
Mayoral,2010,44,24,Goodhead,Barry
Mayoral,2010,1,69,Hossain,Monowar
Mayoral,2010,2,39,Hossain,Monowar
Mayoral,2010,3,14,Hossain,Monowar
Mayoral,2010,4,8,Hossain,Monowar
Mayoral,2010,5,13,Hossain,Monowar
Mayoral,2010,6,18,Hossain,Monowar
Mayoral,2010,7,19,Hossain,Monowar
Mayoral,2010,8,70,Hossain,Monowar
Mayoral,2010,9,24,Hossain,Monowar
Mayoral,2010,10,7,Hossain,Monowar
Mayoral,2010,11,28,Hossain,Monowar
Mayoral,2010,12,16,Hossain,Monowar
Mayoral,2010,13,5,Hossain,Monowar
Mayoral,2010,14,6,Hossain,Monowar
Mayoral,2010,15,13,Hossain,Monowar
Mayoral,2010,16,2,Hossain,Monowar
Mayoral,2010,17,10,Hossain,Monowar
Mayoral,2010,18,18,Hossain,Monowar
Mayoral,2010,19,3,Hossain,Monowar
Mayoral,2010,20,10,Hossain,Monowar
Mayoral,2010,21,2,Hossain,Monowar
Mayoral,2010,22,3,Hossain,Monowar
Mayoral,2010,23,18,Hossain,Monowar
Mayoral,2010,24,12,Hossain,Monowar
Mayoral,2010,25,3,Hossain,Monowar
Mayoral,2010,26,151,Hossain,Monowar
Mayoral,2010,27,12,Hossain,Monowar
Mayoral,2010,28,24,Hossain,Monowar
Mayoral,2010,29,15,Hossain,Monowar
Mayoral,2010,30,11,Hossain,Monowar
Mayoral,2010,31,37,Hossain,Monowar
Mayoral,2010,32,15,Hossain,Monowar
Mayoral,2010,33,34,Hossain,Monowar
Mayoral,2010,34,45,Hossain,Monowar
Mayoral,2010,35,78,Hossain,Monowar
Mayoral,2010,36,32,Hossain,Monowar
Mayoral,2010,37,38,Hossain,Monowar
Mayoral,2010,38,36,Hossain,Monowar
Mayoral,2010,39,27,Hossain,Monowar
Mayoral,2010,40,36,Hossain,Monowar
Mayoral,2010,41,24,Hossain,Monowar
Mayoral,2010,42,74,Hossain,Monowar
Mayoral,2010,43,36,Hossain,Monowar
Mayoral,2010,44,39,Hossain,Monowar
Mayoral,2010,1,11,Lee,Dewitt
Mayoral,2010,2,7,Lee,Dewitt
Mayoral,2010,3,6,Lee,Dewitt
Mayoral,2010,4,6,Lee,Dewitt
Mayoral,2010,5,11,Lee,Dewitt
Mayoral,2010,6,10,Lee,Dewitt
Mayoral,2010,7,23,Lee,Dewitt
Mayoral,2010,8,66,Lee,Dewitt
Mayoral,2010,9,42,Lee,Dewitt
Mayoral,2010,10,14,Lee,Dewitt
Mayoral,2010,11,39,Lee,Dewitt
Mayoral,2010,12,29,Lee,Dewitt
Mayoral,2010,13,5,Lee,Dewitt
Mayoral,2010,14,10,Lee,Dewitt
Mayoral,2010,15,21,Lee,Dewitt
Mayoral,2010,16,5,Lee,Dewitt
Mayoral,2010,17,10,Lee,Dewitt
Mayoral,2010,18,16,Lee,Dewitt
Mayoral,2010,19,26,Lee,Dewitt
Mayoral,2010,20,36,Lee,Dewitt
Mayoral,2010,21,8,Lee,Dewitt
Mayoral,2010,22,10,Lee,Dewitt
Mayoral,2010,23,78,Lee,Dewitt
Mayoral,2010,24,113,Lee,Dewitt
Mayoral,2010,25,12,Lee,Dewitt
Mayoral,2010,26,17,Lee,Dewitt
Mayoral,2010,27,22,Lee,Dewitt
Mayoral,2010,28,26,Lee,Dewitt
Mayoral,2010,29,23,Lee,Dewitt
Mayoral,2010,30,73,Lee,Dewitt
Mayoral,2010,31,23,Lee,Dewitt
Mayoral,2010,32,13,Lee,Dewitt
Mayoral,2010,33,61,Lee,Dewitt
Mayoral,2010,34,21,Lee,Dewitt
Mayoral,2010,35,31,Lee,Dewitt
Mayoral,2010,36,20,Lee,Dewitt
Mayoral,2010,37,18,Lee,Dewitt
Mayoral,2010,38,30,Lee,Dewitt
Mayoral,2010,39,113,Lee,Dewitt
Mayoral,2010,40,88,Lee,Dewitt
Mayoral,2010,41,283,Lee,Dewitt
Mayoral,2010,42,184,Lee,Dewitt
Mayoral,2010,43,22,Lee,Dewitt
Mayoral,2010,44,17,Lee,Dewitt
Mayoral,2010,1,20,Letonja,John
Mayoral,2010,2,4,Letonja,John
Mayoral,2010,3,6,Letonja,John
Mayoral,2010,4,12,Letonja,John
Mayoral,2010,5,4,Letonja,John
Mayoral,2010,6,6,Letonja,John
Mayoral,2010,7,9,Letonja,John
Mayoral,2010,8,34,Letonja,John
Mayoral,2010,9,18,Letonja,John
Mayoral,2010,10,6,Letonja,John
Mayoral,2010,11,11,Letonja,John
Mayoral,2010,12,18,Letonja,John
Mayoral,2010,13,6,Letonja,John
Mayoral,2010,14,3,Letonja,John
Mayoral,2010,15,15,Letonja,John
Mayoral,2010,16,0,Letonja,John
Mayoral,2010,17,23,Letonja,John
Mayoral,2010,18,12,Letonja,John
Mayoral,2010,19,12,Letonja,John
Mayoral,2010,20,14,Letonja,John
Mayoral,2010,21,8,Letonja,John
Mayoral,2010,22,5,Letonja,John
Mayoral,2010,23,20,Letonja,John
Mayoral,2010,24,11,Letonja,John
Mayoral,2010,25,4,Letonja,John
Mayoral,2010,26,37,Letonja,John
Mayoral,2010,27,5,Letonja,John
Mayoral,2010,28,11,Letonja,John
Mayoral,2010,29,17,Letonja,John
Mayoral,2010,30,11,Letonja,John
Mayoral,2010,31,8,Letonja,John
Mayoral,2010,32,1,Letonja,John
Mayoral,2010,33,13,Letonja,John
Mayoral,2010,34,7,Letonja,John
Mayoral,2010,35,12,Letonja,John
Mayoral,2010,36,6,Letonja,John
Mayoral,2010,37,11,Letonja,John
Mayoral,2010,38,27,Letonja,John
Mayoral,2010,39,19,Letonja,John
Mayoral,2010,40,13,Letonja,John
Mayoral,2010,41,20,Letonja,John
Mayoral,2010,42,33,Letonja,John
Mayoral,2010,43,55,Letonja,John
Mayoral,2010,44,5,Letonja,John
Mayoral,2010,1,10,Macklin,Carmen
Mayoral,2010,2,5,Macklin,Carmen
Mayoral,2010,3,3,Macklin,Carmen
Mayoral,2010,4,4,Macklin,Carmen
Mayoral,2010,5,11,Macklin,Carmen
Mayoral,2010,6,15,Macklin,Carmen
Mayoral,2010,7,26,Macklin,Carmen
Mayoral,2010,8,22,Macklin,Carmen
Mayoral,2010,9,13,Macklin,Carmen
Mayoral,2010,10,10,Macklin,Carmen
Mayoral,2010,11,25,Macklin,Carmen
Mayoral,2010,12,11,Macklin,Carmen
Mayoral,2010,13,7,Macklin,Carmen
Mayoral,2010,14,7,Macklin,Carmen
Mayoral,2010,15,14,Macklin,Carmen
Mayoral,2010,16,5,Macklin,Carmen
Mayoral,2010,17,19,Macklin,Carmen
Mayoral,2010,18,17,Macklin,Carmen
Mayoral,2010,19,16,Macklin,Carmen
Mayoral,2010,20,13,Macklin,Carmen
Mayoral,2010,21,6,Macklin,Carmen
Mayoral,2010,22,2,Macklin,Carmen
Mayoral,2010,23,9,Macklin,Carmen
Mayoral,2010,24,12,Macklin,Carmen
Mayoral,2010,25,5,Macklin,Carmen
Mayoral,2010,26,15,Macklin,Carmen
Mayoral,2010,27,5,Macklin,Carmen
Mayoral,2010,28,12,Macklin,Carmen
Mayoral,2010,29,7,Macklin,Carmen
Mayoral,2010,30,9,Macklin,Carmen
Mayoral,2010,31,11,Macklin,Carmen
Mayoral,2010,32,7,Macklin,Carmen
Mayoral,2010,33,13,Macklin,Carmen
Mayoral,2010,34,13,Macklin,Carmen
Mayoral,2010,35,9,Macklin,Carmen
Mayoral,2010,36,8,Macklin,Carmen
Mayoral,2010,37,12,Macklin,Carmen
Mayoral,2010,38,30,Macklin,Carmen
Mayoral,2010,39,13,Macklin,Carmen
Mayoral,2010,40,33,Macklin,Carmen
Mayoral,2010,41,26,Macklin,Carmen
Mayoral,2010,42,38,Macklin,Carmen
Mayoral,2010,43,15,Macklin,Carmen
Mayoral,2010,44,12,Macklin,Carmen
Mayoral,2010,1,9,Magee,Colin
Mayoral,2010,2,7,Magee,Colin
Mayoral,2010,3,3,Magee,Colin
Mayoral,2010,4,7,Magee,Colin
Mayoral,2010,5,0,Magee,Colin
Mayoral,2010,6,6,Magee,Colin
Mayoral,2010,7,6,Magee,Colin
Mayoral,2010,8,17,Magee,Colin
Mayoral,2010,9,10,Magee,Colin
Mayoral,2010,10,13,Magee,Colin
Mayoral,2010,11,10,Magee,Colin
Mayoral,2010,12,13,Magee,Colin
Mayoral,2010,13,3,Magee,Colin
Mayoral,2010,14,8,Magee,Colin
Mayoral,2010,15,17,Magee,Colin
Mayoral,2010,16,2,Magee,Colin
Mayoral,2010,17,10,Magee,Colin
Mayoral,2010,18,9,Magee,Colin
Mayoral,2010,19,5,Magee,Colin
Mayoral,2010,20,3,Magee,Colin
Mayoral,2010,21,7,Magee,Colin
Mayoral,2010,22,14,Magee,Colin
Mayoral,2010,23,10,Magee,Colin
Mayoral,2010,24,3,Magee,Colin
Mayoral,2010,25,7,Magee,Colin
Mayoral,2010,26,21,Magee,Colin
Mayoral,2010,27,10,Magee,Colin
Mayoral,2010,28,9,Magee,Colin
Mayoral,2010,29,18,Magee,Colin
Mayoral,2010,30,12,Magee,Colin
Mayoral,2010,31,9,Magee,Colin
Mayoral,2010,32,13,Magee,Colin
Mayoral,2010,33,7,Magee,Colin
Mayoral,2010,34,13,Magee,Colin
Mayoral,2010,35,3,Magee,Colin
Mayoral,2010,36,7,Magee,Colin
Mayoral,2010,37,7,Magee,Colin
Mayoral,2010,38,9,Magee,Colin
Mayoral,2010,39,7,Magee,Colin
Mayoral,2010,40,10,Magee,Colin
Mayoral,2010,41,9,Magee,Colin
Mayoral,2010,42,14,Magee,Colin
Mayoral,2010,43,11,Magee,Colin
Mayoral,2010,44,13,Magee,Colin
Mayoral,2010,1,16,Pampena,Joseph
Mayoral,2010,2,11,Pampena,Joseph
Mayoral,2010,3,23,Pampena,Joseph
Mayoral,2010,4,21,Pampena,Joseph
Mayoral,2010,5,27,Pampena,Joseph
Mayoral,2010,6,26,Pampena,Joseph
Mayoral,2010,7,44,Pampena,Joseph
Mayoral,2010,8,54,Pampena,Joseph
Mayoral,2010,9,51,Pampena,Joseph
Mayoral,2010,10,23,Pampena,Joseph
Mayoral,2010,11,39,Pampena,Joseph
Mayoral,2010,12,41,Pampena,Joseph
Mayoral,2010,13,32,Pampena,Joseph
Mayoral,2010,14,33,Pampena,Joseph
Mayoral,2010,15,47,Pampena,Joseph
Mayoral,2010,16,16,Pampena,Joseph
Mayoral,2010,17,33,Pampena,Joseph
Mayoral,2010,18,62,Pampena,Joseph
Mayoral,2010,19,49,Pampena,Joseph
Mayoral,2010,20,26,Pampena,Joseph
Mayoral,2010,21,39,Pampena,Joseph
Mayoral,2010,22,21,Pampena,Joseph
Mayoral,2010,23,34,Pampena,Joseph
Mayoral,2010,24,16,Pampena,Joseph
Mayoral,2010,25,13,Pampena,Joseph
Mayoral,2010,26,28,Pampena,Joseph
Mayoral,2010,27,35,Pampena,Joseph
Mayoral,2010,28,24,Pampena,Joseph
Mayoral,2010,29,34,Pampena,Joseph
Mayoral,2010,30,23,Pampena,Joseph
Mayoral,2010,31,30,Pampena,Joseph
Mayoral,2010,32,30,Pampena,Joseph
Mayoral,2010,33,23,Pampena,Joseph
Mayoral,2010,34,36,Pampena,Joseph
Mayoral,2010,35,23,Pampena,Joseph
Mayoral,2010,36,29,Pampena,Joseph
Mayoral,2010,37,16,Pampena,Joseph
Mayoral,2010,38,29,Pampena,Joseph
Mayoral,2010,39,16,Pampena,Joseph
Mayoral,2010,40,24,Pampena,Joseph
Mayoral,2010,41,19,Pampena,Joseph
Mayoral,2010,42,46,Pampena,Joseph
Mayoral,2010,43,28,Pampena,Joseph
Mayoral,2010,44,29,Pampena,Joseph
Mayoral,2010,1,742,Pantalone,Joe
Mayoral,2010,2,864,Pantalone,Joe
Mayoral,2010,3,1563,Pantalone,Joe
Mayoral,2010,4,1457,Pantalone,Joe
Mayoral,2010,5,2170,Pantalone,Joe
Mayoral,2010,6,2110,Pantalone,Joe
Mayoral,2010,7,1640,Pantalone,Joe
Mayoral,2010,8,1439,Pantalone,Joe
Mayoral,2010,9,1948,Pantalone,Joe
Mayoral,2010,10,1494,Pantalone,Joe
Mayoral,2010,11,1920,Pantalone,Joe
Mayoral,2010,12,1979,Pantalone,Joe
Mayoral,2010,13,3599,Pantalone,Joe
Mayoral,2010,14,3882,Pantalone,Joe
Mayoral,2010,15,2388,Pantalone,Joe
Mayoral,2010,16,1772,Pantalone,Joe
Mayoral,2010,17,2975,Pantalone,Joe
Mayoral,2010,18,3756,Pantalone,Joe
Mayoral,2010,19,5801,Pantalone,Joe
Mayoral,2010,20,4129,Pantalone,Joe
Mayoral,2010,21,2602,Pantalone,Joe
Mayoral,2010,22,2443,Pantalone,Joe
Mayoral,2010,23,2181,Pantalone,Joe
Mayoral,2010,24,1565,Pantalone,Joe
Mayoral,2010,25,1639,Pantalone,Joe
Mayoral,2010,26,1647,Pantalone,Joe
Mayoral,2010,27,2909,Pantalone,Joe
Mayoral,2010,28,2414,Pantalone,Joe
Mayoral,2010,29,2863,Pantalone,Joe
Mayoral,2010,30,3341,Pantalone,Joe
Mayoral,2010,31,2889,Pantalone,Joe
Mayoral,2010,32,3440,Pantalone,Joe
Mayoral,2010,33,1435,Pantalone,Joe
Mayoral,2010,34,1669,Pantalone,Joe
Mayoral,2010,35,1880,Pantalone,Joe
Mayoral,2010,36,2096,Pantalone,Joe
Mayoral,2010,37,1695,Pantalone,Joe
Mayoral,2010,38,1427,Pantalone,Joe
Mayoral,2010,39,853,Pantalone,Joe
Mayoral,2010,40,1410,Pantalone,Joe
Mayoral,2010,41,949,Pantalone,Joe
Mayoral,2010,42,1259,Pantalone,Joe
Mayoral,2010,43,1332,Pantalone,Joe
Mayoral,2010,44,1916,Pantalone,Joe
Mayoral,2010,1,63,Rossi,Rocco
Mayoral,2010,2,45,Rossi,Rocco
Mayoral,2010,3,121,Rossi,Rocco
Mayoral,2010,4,109,Rossi,Rocco
Mayoral,2010,5,196,Rossi,Rocco
Mayoral,2010,6,131,Rossi,Rocco
Mayoral,2010,7,120,Rossi,Rocco
Mayoral,2010,8,107,Rossi,Rocco
Mayoral,2010,9,136,Rossi,Rocco
Mayoral,2010,10,136,Rossi,Rocco
Mayoral,2010,11,89,Rossi,Rocco
Mayoral,2010,12,158,Rossi,Rocco
Mayoral,2010,13,115,Rossi,Rocco
Mayoral,2010,14,65,Rossi,Rocco
Mayoral,2010,15,124,Rossi,Rocco
Mayoral,2010,16,157,Rossi,Rocco
Mayoral,2010,17,121,Rossi,Rocco
Mayoral,2010,18,67,Rossi,Rocco
Mayoral,2010,19,93,Rossi,Rocco
Mayoral,2010,20,144,Rossi,Rocco
Mayoral,2010,21,112,Rossi,Rocco
Mayoral,2010,22,210,Rossi,Rocco
Mayoral,2010,23,144,Rossi,Rocco
Mayoral,2010,24,99,Rossi,Rocco
Mayoral,2010,25,182,Rossi,Rocco
Mayoral,2010,26,155,Rossi,Rocco
Mayoral,2010,27,187,Rossi,Rocco
Mayoral,2010,28,92,Rossi,Rocco
Mayoral,2010,29,132,Rossi,Rocco
Mayoral,2010,30,83,Rossi,Rocco
Mayoral,2010,31,130,Rossi,Rocco
Mayoral,2010,32,140,Rossi,Rocco
Mayoral,2010,33,67,Rossi,Rocco
Mayoral,2010,34,101,Rossi,Rocco
Mayoral,2010,35,89,Rossi,Rocco
Mayoral,2010,36,106,Rossi,Rocco
Mayoral,2010,37,78,Rossi,Rocco
Mayoral,2010,38,69,Rossi,Rocco
Mayoral,2010,39,76,Rossi,Rocco
Mayoral,2010,40,106,Rossi,Rocco
Mayoral,2010,41,72,Rossi,Rocco
Mayoral,2010,42,92,Rossi,Rocco
Mayoral,2010,43,65,Rossi,Rocco
Mayoral,2010,44,128,Rossi,Rocco
Mayoral,2010,1,217,Sarma,Vijay
Mayoral,2010,2,39,Sarma,Vijay
Mayoral,2010,3,18,Sarma,Vijay
Mayoral,2010,4,20,Sarma,Vijay
Mayoral,2010,5,20,Sarma,Vijay
Mayoral,2010,6,16,Sarma,Vijay
Mayoral,2010,7,72,Sarma,Vijay
Mayoral,2010,8,84,Sarma,Vijay
Mayoral,2010,9,30,Sarma,Vijay
Mayoral,2010,10,19,Sarma,Vijay
Mayoral,2010,11,21,Sarma,Vijay
Mayoral,2010,12,38,Sarma,Vijay
Mayoral,2010,13,22,Sarma,Vijay
Mayoral,2010,14,31,Sarma,Vijay
Mayoral,2010,15,25,Sarma,Vijay
Mayoral,2010,16,10,Sarma,Vijay
Mayoral,2010,17,13,Sarma,Vijay
Mayoral,2010,18,31,Sarma,Vijay
Mayoral,2010,19,28,Sarma,Vijay
Mayoral,2010,20,25,Sarma,Vijay
Mayoral,2010,21,10,Sarma,Vijay
Mayoral,2010,22,25,Sarma,Vijay
Mayoral,2010,23,22,Sarma,Vijay
Mayoral,2010,24,31,Sarma,Vijay
Mayoral,2010,25,13,Sarma,Vijay
Mayoral,2010,26,63,Sarma,Vijay
Mayoral,2010,27,37,Sarma,Vijay
Mayoral,2010,28,36,Sarma,Vijay
Mayoral,2010,29,10,Sarma,Vijay
Mayoral,2010,30,19,Sarma,Vijay
Mayoral,2010,31,36,Sarma,Vijay
Mayoral,2010,32,27,Sarma,Vijay
Mayoral,2010,33,44,Sarma,Vijay
Mayoral,2010,34,35,Sarma,Vijay
Mayoral,2010,35,60,Sarma,Vijay
Mayoral,2010,36,36,Sarma,Vijay
Mayoral,2010,37,52,Sarma,Vijay
Mayoral,2010,38,146,Sarma,Vijay
Mayoral,2010,39,72,Sarma,Vijay
Mayoral,2010,40,109,Sarma,Vijay
Mayoral,2010,41,121,Sarma,Vijay
Mayoral,2010,42,345,Sarma,Vijay
Mayoral,2010,43,90,Sarma,Vijay
Mayoral,2010,44,46,Sarma,Vijay
Mayoral,2010,1,2131,Smitherman,George
Mayoral,2010,2,2098,Smitherman,George
Mayoral,2010,3,4704,Smitherman,George
Mayoral,2010,4,4728,Smitherman,George
Mayoral,2010,5,7673,Smitherman,George
Mayoral,2010,6,5894,Smitherman,George
Mayoral,2010,7,2233,Smitherman,George
Mayoral,2010,8,2502,Smitherman,George
Mayoral,2010,9,2155,Smitherman,George
Mayoral,2010,10,4458,Smitherman,George
Mayoral,2010,11,3511,Smitherman,George
Mayoral,2010,12,2747,Smitherman,George
Mayoral,2010,13,10232,Smitherman,George
Mayoral,2010,14,7949,Smitherman,George
Mayoral,2010,15,4282,Smitherman,George
Mayoral,2010,16,9505,Smitherman,George
Mayoral,2010,17,4407,Smitherman,George
Mayoral,2010,18,5697,Smitherman,George
Mayoral,2010,19,9732,Smitherman,George
Mayoral,2010,20,13151,Smitherman,George
Mayoral,2010,21,8979,Smitherman,George
Mayoral,2010,22,13411,Smitherman,George
Mayoral,2010,23,8055,Smitherman,George
Mayoral,2010,24,6181,Smitherman,George
Mayoral,2010,25,9138,Smitherman,George
Mayoral,2010,26,8272,Smitherman,George
Mayoral,2010,27,17335,Smitherman,George
Mayoral,2010,28,12513,Smitherman,George
Mayoral,2010,29,7658,Smitherman,George
Mayoral,2010,30,10492,Smitherman,George
Mayoral,2010,31,6459,Smitherman,George
Mayoral,2010,32,11812,Smitherman,George
Mayoral,2010,33,4465,Smitherman,George
Mayoral,2010,34,5403,Smitherman,George
Mayoral,2010,35,4288,Smitherman,George
Mayoral,2010,36,5682,Smitherman,George
Mayoral,2010,37,4892,Smitherman,George
Mayoral,2010,38,5107,Smitherman,George
Mayoral,2010,39,3438,Smitherman,George
Mayoral,2010,40,4208,Smitherman,George
Mayoral,2010,41,4638,Smitherman,George
Mayoral,2010,42,6798,Smitherman,George
Mayoral,2010,43,4557,Smitherman,George
Mayoral,2010,44,6262,Smitherman,George
Mayoral,2010,1,9,State,Mark
Mayoral,2010,2,4,State,Mark
Mayoral,2010,3,8,State,Mark
Mayoral,2010,4,6,State,Mark
Mayoral,2010,5,12,State,Mark
Mayoral,2010,6,15,State,Mark
Mayoral,2010,7,9,State,Mark
Mayoral,2010,8,5,State,Mark
Mayoral,2010,9,9,State,Mark
Mayoral,2010,10,12,State,Mark
Mayoral,2010,11,6,State,Mark
Mayoral,2010,12,14,State,Mark
Mayoral,2010,13,13,State,Mark
Mayoral,2010,14,12,State,Mark
Mayoral,2010,15,6,State,Mark
Mayoral,2010,16,9,State,Mark
Mayoral,2010,17,11,State,Mark
Mayoral,2010,18,12,State,Mark
Mayoral,2010,19,13,State,Mark
Mayoral,2010,20,13,State,Mark
Mayoral,2010,21,10,State,Mark
Mayoral,2010,22,13,State,Mark
Mayoral,2010,23,10,State,Mark
Mayoral,2010,24,11,State,Mark
Mayoral,2010,25,6,State,Mark
Mayoral,2010,26,18,State,Mark
Mayoral,2010,27,14,State,Mark
Mayoral,2010,28,11,State,Mark
Mayoral,2010,29,4,State,Mark
Mayoral,2010,30,17,State,Mark
Mayoral,2010,31,9,State,Mark
Mayoral,2010,32,6,State,Mark
Mayoral,2010,33,15,State,Mark
Mayoral,2010,34,6,State,Mark
Mayoral,2010,35,8,State,Mark
Mayoral,2010,36,8,State,Mark
Mayoral,2010,37,8,State,Mark
Mayoral,2010,38,12,State,Mark
Mayoral,2010,39,9,State,Mark
Mayoral,2010,40,9,State,Mark
Mayoral,2010,41,8,State,Mark
Mayoral,2010,42,14,State,Mark
Mayoral,2010,43,4,State,Mark
Mayoral,2010,44,10,State,Mark
Mayoral,2010,1,9,Steinberger,Tibor
Mayoral,2010,2,10,Steinberger,Tibor
Mayoral,2010,3,6,Steinberger,Tibor
Mayoral,2010,4,9,Steinberger,Tibor
Mayoral,2010,5,9,Steinberger,Tibor
