ID,AREA_DESC,ROADNAME,Area,TOTAL_SPACES,DIPPED_FOOTPATH,PARK_SIGN,ROAD_MARKING,OCCUPIED,Adjacent_Services,LAT,LONG
852,Fun Galaxy Play Centre,Airside Retail Park,,2, , ,Yes,No,Play Centre,53.4448840762544,-6.22328709881723
853,Fun Galaxy Play Centre,Airside Retail Park,,2, , ,Yes,No,Play Centre,53.4448962209397,-6.22323888919268
854,Metropoint Business Park,Dublin Road,, , , ,Yes,No,Retail Park,53.437776705815,-6.22720609296075
855,Metropoint Business Park,Dublin Road,,2, , ,Yes,No,Retail Park,53.4379347222336,-6.22630582369604
856,Metropoint Business Park,Dublin Road,,2, , ,Yes,No,Retail Park,53.4379333011963,-6.22621020704817
857,Metropoint Business Park,Dublin Road,,2, , ,Yes,No,Retail Park,53.4374973365198,-6.22636101392514
858,Metropoint Business Park,Dublin Road,,2, , ,Yes,No,Retail Park,53.437496045549,-6.22627409151271
859,Metropoint Business Park,Dublin Road,, , , ,Yes,No,Retail Park,53.4373474357169,-6.22588454402306
860,Metropoint Business Park,Dublin Road,, , , ,Yes,No,Retail Park,53.4375347392512,-6.22721834484372
861,Coachmans Inn,Dublin Road,,2, , ,Yes,No,"Restaurant, Pub",53.4322757049953,-6.2291732030696
862,Coachmans Inn,Dublin Road,,2, , ,Yes,No,"Restaurant, Pub",53.4322747451749,-6.22910853848178
863,Boroimhe Shopping Centre,Forest Road,,2, ,TRUE,Yes,No,"Shopping Centre, Supermarket, GP, Dentist, Chemist, Creche",53.4468377302598,-6.23732857682936
864,Boroimhe Shopping Centre,Forest Road,,2, ,TRUE,Yes,No,"Shopping Centre, Supermarket, GP, Dentist, Chemist, Creche",53.4467783966453,-6.23725639781322
865,Boroimhe Shopping Centre,Forest Road,,2, ,TRUE,Yes,No,"Shopping Centre, Supermarket, GP, Dentist, Chemist, Creche",53.4465996520645,-6.23768578314469
866,Boroimhe Shopping Centre,Forest Road,,2, ,TRUE,Yes,No,"Shopping Centre, Supermarket, GP, Dentist, Chemist, Creche",53.4465796926877,-6.23772679834775
867,Ridgewood Neighbourhood Centre,Ridgewood Avenue,, , ,TRUE, ,No,"Supermarket, Chemist",53.4446598327712,-6.2441039927296
868,Little Apples Creche,Applewood Lane,, , , ,Yes,No,Creche,53.4706956516368,-6.22927294916684
869,Eurospar Applewood,Applewood Main Street,, , ,TRUE,Yes,No,"Supermarket, Takeaway",53.470899987632,-6.23164965359924
870,Applewood Medical and Dental Centre,Applewood Main Street,, , ,TRUE,Yes,No,"Health Centre, GP, Dentist, Chemist",53.471129756861,-6.23282546088411
871,Thornleigh Educate Together National School,Applewood,, , , ,Yes,No,Primary School,53.4720652062074,-6.23350650703502
872,Gaelscoil Brian Boroimhe,Castleview,,2, , ,Yes,No,Primary School,53.4730754804476,-6.24943032422545
873,Gaelscoil Brian Boroimhe,Castleview,,2, , ,Yes,No,Primary School,53.4730535759361,-6.2494655358611
874,"Swords Educate Together, Gaelscoil Brian Boroimhe",Castleview,,2, , ,Yes,No,Primary School,53.472749989518,-6.24930321786623
875,"Swords Educate Together, Gaelscoil Brian Boroimhe",Castleview,,2, , ,Yes,No,Primary School,53.4727326387975,-6.24925001583082
876,Swords Educate Together,Castleview,,2, , ,Yes,No,Primary School,53.472619588464,-6.24998335758868
877,Swords Educate Together,Castleview,,2, , ,Yes,No,Primary School,53.4726495733961,-6.24996741913434
878,Lusk National School,Chapel Road,,2, , ,Yes,No,Primary School,53.5289351010581,-6.16867544976563
879,Lusk National School,Chapel Road,,2, , ,Yes,No,Primary School,53.528796431974,-6.16825275748329
880,Centra Dun Emer,Dun Emer Avenue,, , , ,Yes,No,"Newsagent, Creche",53.5241319501369,-6.17403660016611
881,Emmaus Retreat and Conference Centre,Balheary,,2, , ,Yes,No,Retreat & Conference Centre,53.4738630341078,-6.21551277368561
882,Emmaus Retreat and Conference Centre,Balheary,,2, , ,Yes,No,Retreat & Conference Centre,53.4738961758857,-6.21550063999734
883,Emmaus Retreat and Conference Centre,Balheary,,3, , ,Yes,No,Retreat & Conference Centre,53.4737974446689,-6.21652732731581
884,Emmaus Retreat and Conference Centre,Balheary,,3, , ,Yes,No,Retreat & Conference Centre,53.4737916821008,-6.21657053310343
885,Emmaus Retreat and Conference Centre,Balheary,,3, , ,Yes,No,Retreat & Conference Centre,53.4737884803926,-6.21661363148274
886,Fingallians GAA Club,Spittal Hill,,2, , ,Yes,No,Sports Club,53.4662478346255,-6.21351902751554
887,Fingallians GAA Club,Spittal Hill,,2, , ,Yes,No,Sports Club,53.4662303365577,-6.21354371616424
888,Fingallians GAA Club,Spittal Hill,,2, , ,Yes,No,Sports Club,53.4659974602119,-6.21350359649985
889,Fingallians GAA Club,Spittal Hill,,2, , ,Yes,No,Sports Club,53.4659778462499,-6.21346649333819
890,Fingallians GAA Club,Spittal Hill,,2, , ,Yes,No,Sports Club,53.4667933604212,-6.21327851822525
891,Fingallians GAA Club,Spittal Hill,,2, , ,Yes,No,Sports Club,53.4667809488325,-6.21324510352667
892,Emmaus Retreat and Conference Centre,Balheary,, , , ,Yes,No,Retreat & Conference Centre,53.474095411849,-6.21612142873497
893,Teagasc Kinsealy Research Centre,Malahide Road,, , , ,Yes,No,Teagasc,53.422719805026,-6.17462452456721
894,Teagasc Kinsealy Research Centre,Malahide Road,,2, , ,Yes,No,Teagasc,53.4223825564767,-6.17590276466674
895,Teagasc Kinsealy Research Centre,Malahide Road,,2, , ,Yes,No,Teagasc,53.4223495865876,-6.17590878967293
896,Kinsealy Garden Centre,Malahide Road,,2, , ,Yes,No,Garden Centre,53.4231338513,-6.1767883698538
897,Kinsealy Garden Centre,Malahide Road,,2, , ,Yes,No,Garden Centre,53.4231551593588,-6.17679230769929
898,Innisfail GAA Club,Carrs Lane,, , ,TRUE, ,No,Sports Club,53.4108655776011,-6.18387199704908
899,Eurospar,Holywell,, , , ,Yes,No,Supermarket,53.4451346788361,-6.21034910139069
900,St. Nessans Community School,Moyclare Road,, , , ,Yes,No,Secondary School,53.3923850141435,-6.13078436935215
901,Santa Sabina Dominican College Sutton,Greenfield Road,,2, , ,Yes,No,Secondary School,53.3878205861026,-6.10079936545875
902,Santa Sabina Dominican College Sutton,Greenfield Road,,2, , ,Yes,No,Secondary School,53.3877922954716,-6.10081083227102
903,Sportslink,NA,,4, , ,Yes,No,Sports Club,53.4078354651777,-6.24455918476751
904,Sportslink,NA,,4, , ,Yes,No,Sports Club,53.4078347480158,-6.24451041154412
905,Sportslink,NA,,4, , ,Yes,No,Sports Club,53.4078340718163,-6.24446442536398
906,Sportslink,NA,,4, , ,Yes,No,Sports Club,53.407833416113,-6.24441983420949
907,Mater Christi Secondary School,Cappagh Road,, , , ,Yes,No,Secondary School,53.3924421623673,-6.32311802096056
908,Trinity Gaels GAA Club,Drumnigh Road,,2, , ,Yes,No,Sports Club,53.4140028941581,-6.16483079110567
909,Trinity Gaels GAA Club,Drumnigh Road,,2, , ,Yes,No,Sports Club,53.4139437309707,-6.16485766046576
910,Tyrrelstown Educate Together National School,Powerstown Road,, , , ,Yes,No,Primary School,53.4148564307015,-6.39047653029181
911,Castaheany Educate Together National School,Ongar Village,,2, , ,Yes,No,Primary School,53.3937135534743,-6.44104551464093
912,Castaheany Educate Together National School,Ongar Village,,2, , ,Yes,No,Primary School,53.3937446862321,-6.44103229057457
913,Lidl Supermarket,Blakestown Way,,3, , ,Yes,No,Supermarket,53.3960970543399,-6.40059095195532
914,Lidl Supermarket,Blakestown Way,,3, , ,Yes,No,Supermarket,53.3960914852358,-6.40054082378716
915,Lidl Supermarket,Blakestown Way,,3, , ,Yes,No,Supermarket,53.3960866463695,-6.40049300953611
916,St. Philip the Apostle Church,Mountview Road,, , , ,Yes,No,Church,53.3908523605559,-6.40742115185478
917,Healthwell Clinic,Clonsilla Road,, , , ,Yes,No,"GP, Health Centre",53.3825997883307,-6.40675952362518
918,Church of the Latter Day Saints Clonsilla,Clonsilla Road,,2, , ,Yes,No,Church,53.3825148586496,-6.41306073650611
919,Church of the Latter Day Saints Clonsilla,Clonsilla Road,,2, , ,Yes,No,Church,53.3825029209659,-6.41299631274869
920,St. Thomas National School,Castleknock Vale,,2, , ,Yes,No,Primary School,53.3781629272859,-6.37696867025884
921,St. Thomas National School,Castleknock Vale,,2, , ,Yes,No,Primary School,53.3781352421141,-6.37699698173289
922,St. Mochtas Church,Luttrellstown Road,,2, , ,Yes,No,Church,53.3712579449722,-6.40518785486766
923,St. Mochtas Church,Luttrellstown Road,,2, , ,Yes,No,Church,53.3711981140888,-6.4053160357984
924,St. Margarets Church,NA,, , , ,Yes,No,Church,53.4307744095667,-6.3012192348793
925,St. Catherines Park,NA,,2, , ,Yes,No,Park,53.3672495109318,-6.46564609893315
926,St. Catherines Park,NA,,2, , ,Yes,No,Park,53.3672198151558,-6.46549188727168
927,St. Catherines Park,NA,,2, , ,Yes,No,Park,53.3671980398412,-6.4653712016056
928,St. Catherines Park,NA,,2, , ,Yes,No,Park,53.3671690598525,-6.46521445960406
929,St. Catherines Park,NA,,2, , ,Yes,No,Park,53.3671503599095,-6.46509992535118
930,St. Catherines Park,NA,,2, , ,Yes,No,Park,53.3671228440404,-6.46494062608395
931,St. Catherines Park,NA,,2, , ,Yes,No,Park,53.367103411591,-6.46482737014589
932,St. Catherines Park,NA,,2, , ,Yes,No,Park,53.3672659483519,-6.46575946324544
933,St. Michaels School,Knockmaroon,,2, , ,Yes,No,"Primary School, Secondary School",53.3563838576438,-6.35494473742968
934,St. Michaels School,Knockmaroon,,2, , ,Yes,No,"Primary School, Secondary School",53.3563546560663,-6.35490929698179
935,Santry Demesne Park,Swords Road,, , , ,Yes,No,Park,53.3991568846827,-6.24488529148368
936,TLC Centre Nursing Home,Northwood Park,, , , ,Yes,No,Nursing Home,53.4050685015283,-6.25249708900814
937,Gulliver Retail Park,Northwood,,4, , ,Yes,No,Retail Park,53.4051453648184,-6.2608161997038
938,Gulliver Retail Park,Northwood,,2, , ,Yes,No,"Supermarket, Chemist, GP, Cafe",53.4036233290617,-6.2602814733758
939,Gulliver Retail Park,Northwood,,2, , ,Yes,No,"Supermarket, Chemist, GP, Cafe",53.4036318027977,-6.26033283870927
940,Gulliver Retail Park,Northwood,,2, , ,Yes,No,"Supermarket, Chemist, GP, Cafe",53.4035801408654,-6.26005699722484
941,Gulliver Retail Park,Northwood,,2, , ,Yes,No,"Supermarket, Chemist, GP, Cafe",53.4035717279814,-6.26000993852489
942,Northwood Fitness Centre,Northwood,,2, , ,Yes,No,Gym,53.4017314574498,-6.25771612916449
943,Northwood Fitness Centre,Northwood,,2, , ,Yes,No,Gym,53.4017116420687,-6.25770274158643
944,IKEA,St. Margarets Road,,6, ,TRUE,Yes,No,Furniture Store,53.4067984287418,-6.27621092944577
945,IKEA,St. Margarets Road,,6, ,TRUE,Yes,No,Furniture Store,53.4067978049197,-6.27626508361308
946,IKEA,St. Margarets Road,,6, ,TRUE,Yes,No,Furniture Store,53.4067943694459,-6.27631934995908
947,IKEA,St. Margarets Road,,6, ,TRUE,Yes,No,Furniture Store,53.4067937455963,-6.27637350562399
948,IKEA,St. Margarets Road,,6, ,TRUE,Yes,No,Furniture Store,53.406788904292,-6.27642783029831
949,IKEA,St. Margarets Road,,6, ,TRUE,Yes,No,Furniture Store,53.4067883143125,-6.27648433553103
950,Scoil Choilm National School,Porterstown Road,,2, , ,Yes,No,Primary School,53.3763302617997,-6.4091769430917
951,Scoil Choilm National School,Porterstown Road,,2, , ,Yes,No,Primary School,53.3763714469362,-6.40916035368902
952,Housing,Lanesborough Road,, , , ,Yes,No,Housing,53.4025263835667,-6.29486692191285
953,Housing,Lanesborough Court,, , , ,Yes,No,Housing,53.4048483680333,-6.29377649693689
954,Esso Service Station,R127,, , , ,Yes,No,Petrol Station,53.5009823460586,-6.19428223630776
955,Gulliver Retail Park,Northwood,,4, , ,Yes,No,Retail Park,53.4045832690355,-6.26128260216854
956,Gulliver Retail Park,Northwood,,4, , ,Yes,No,Retail Park,53.4045516863581,-6.2612971920169
957,Gulliver Retail Park,Northwood,,4, , ,Yes,No,Retail Park,53.4045195068652,-6.2613128304392
958,Gulliver Retail Park,Northwood,,4, , ,Yes,No,Retail Park,53.4044897864482,-6.26132939130338
959,Northpoint NCT Centre,Ballymun Road,,2, , ,Yes,No,NCT Centre,53.4104104050264,-6.26929258980117
960,Northpoint NCT Centre,Ballymun Road,,2, , ,Yes,No,NCT Centre,53.4103769795067,-6.26930282058925
961,Northpoint NCT Centre,Ballymun Road,,2, , ,Yes,No,NCT Centre,53.410034537377,-6.26823138793779
962,Northpoint NCT Centre,Ballymun Road,,2, , ,Yes,No,NCT Centre,53.4100011119522,-6.2682416194592
963,ALSAA Sports and Leisure Centre,Swords Road,, , , ,Yes,No,Sports Club,53.4218836316973,-6.22955179551351
964,ALSAA Sports and Leisure Centre,Swords Road,, , , ,Yes,No,Sports Club,53.421964124223,-6.22916127771611
965,Travelodge Airside,NA,,4, , ,Yes,No,Hotel,53.4494163666185,-6.22406456175144
966,Travelodge Airside,NA,,4, , ,Yes,No,Hotel,53.4493958996469,-6.22409742268383
967,Travelodge Airside,NA,,4, , ,Yes,No,Hotel,53.449374741528,-6.22412514807009
968,Travelodge Airside,NA,,4, , ,Yes,No,Hotel,53.4493585716663,-6.22415679678337
969,Travelodge Castleknock,Navan Road,,6, , ,Yes,No,Hotel,53.3805281782846,-6.35597959169866
970,Travelodge Castleknock,Navan Road,,6, , ,Yes,No,Hotel,53.3805153954394,-6.35592698433676
971,Travelodge Castleknock,Navan Road,,6, , ,Yes,No,Hotel,53.3804991688161,-6.35585770414256
972,Travelodge Castleknock,Navan Road,,6, , ,Yes,No,Hotel,53.3804880392627,-6.35580839275506
973,Travelodge Castleknock,Navan Road,,6, , ,Yes,No,Hotel,53.3804798981783,-6.35577173875414
974,Travelodge Castleknock,Navan Road,,6, , ,Yes,No,Hotel,53.3804695355565,-6.35571970867198
975,Total Fitness,Blanchardstown Bypass,,4, , ,Yes,No,Gym,53.3841407077304,-6.36325358150575
976,Total Fitness,Blanchardstown Bypass,,4, , ,Yes,No,Gym,53.3841533154205,-6.36328329779091
977,Total Fitness,Blanchardstown Bypass,,4, , ,Yes,No,Gym,53.3841659473155,-6.36331464876332
978,Total Fitness,Blanchardstown Bypass,,4, , ,Yes,No,Gym,53.3841795865214,-6.36334840849958
979,Total Fitness,Blanchardstown Bypass,,4, , ,Yes,No,Gym,53.3842207519751,-6.36346763686224
980,Total Fitness,Blanchardstown Bypass,,4, , ,Yes,No,Gym,53.3842359216169,-6.36350623577211
981,Total Fitness,Blanchardstown Bypass,,4, , ,Yes,No,Gym,53.3842491298079,-6.36354409364229
982,Total Fitness,Blanchardstown Bypass,,4, , ,Yes,No,Gym,53.3842607963261,-6.36357629658085
983,12th Lock,Castleknock Marina,,2, , ,Yes,No,"Hotel, Pub, Marina",53.3822856504964,-6.36613865774613
984,12th Lock,Castleknock Marina,,2, , ,Yes,No,"Hotel, Pub, Marina",53.3822775744405,-6.36619306108357
985,Roselawn Shopping Centre,Roselawn Road,,4, ,TRUE,Yes,No,"Chemist, Newsagents, Supermarket, Hairdresser, Cafe, Shopping Centre, Pub",53.3830743911612,-6.38170425083764
986,Roselawn Shopping Centre,Roselawn Road,, , ,TRUE,Yes,No,"Chemist, Newsagents, Supermarket, Hairdresser, Cafe, Shopping Centre, Pub",53.3834475209849,-6.38193242736362
987,Doctors Surgery,Carpenterstown Road,, , , ,Yes,No,GP,53.3726477358075,-6.38968867772941
988,Clonsilla Inn,Clonsilla Road,, , , ,Yes,No,Pub,53.3826040246649,-6.40781153176304
989,Ongar Village,Main Street,, , , ,Yes,No,"Shopping Centre, Supermarket",53.3957661340613,-6.43985176419582
990,Craobh Chiarain GAA,N32,, , , ,Yes,No,Sports Club,53.4085660241437,-6.20029451389317
991,Craobh Chiarain GAA,N32,, , , ,Yes,No,Sports Club,53.4085409221001,-6.20031174240887
992,Malahide Rugby Club,Estuary Road,,,,,Yes,No,Sports Club,53.4583371509922,-6.18727838102625
993,Malahide Rugby Club,Estuary Road,,,,,Yes,No,Sports Club,53.4583608569009,-6.18750943178834
994,Swords Health Centre,Bridge Street,,,,,Yes,No,Health Centre,53.4599894451012,-6.22191790973281
995,Swords & District Credit Union,North Street,,,,,Yes,No,Credit Union,53.4608791642047,-6.21938241216663
996,Topaz Service Station,R127,,,,,Yes,No,Petrol Station,53.4866951911176,-6.19795847593137
997,Gardenworks Garden Centre,Back Road,,2,,,Yes,No,Garden Centre,53.4388127716253,-6.16869803231385
998,Gardenworks Garden Centre,Back Road,,2,,,Yes,No,Garden Centre,53.4388380572606,-6.16869136770621
999,Malahide Castle CarPark (near PlayGround),Back Road,,4,,,Yes,No,Park,53.4435316451434,-6.15748436176877
1000,Malahide Castle CarPark (near PlayGround),Back Road,,4,,,Yes,No,Park,53.4434964433047,-6.15748588684519
1001,Malahide Castle CarPark (near PlayGround),Back Road,,4,,,Yes,No,Park,53.4434641732095,-6.15748728352453
1002,Malahide Castle CarPark (near PlayGround),Back Road,,4,,,Yes,No,Park,53.443429008351,-6.1574912638844
1003,St. Oliver Plunketts National School,Grove Road,,3,,,Yes,No,Primary School,53.4473997638758,-6.15119313077854
1004,St. Oliver Plunketts National School,Grove Road,,3,,,Yes,No,Primary School,53.4474000018446,-6.15112971254248
1005,St. Oliver Plunketts National School,Grove Road,,3,,,Yes,No,Primary School,53.4474003364916,-6.15107242538269
1006,Naomh Mearnog GAA Club,Torcaill,,2,TRUE, ,TRUE, ,Sports Club,53.4375384406768,-6.14245732097746
1007,Naomh Mearnog GAA Club,Torcaill,,2,TRUE, ,TRUE, ,Sports Club,53.4374507491988,-6.14245302421033
1008,Naomh Mearnog GAA Club,Torcaill,,2,,,Yes,No,Sports Club,53.4375491557467,-6.14289533836796
1009,Naomh Mearnog GAA Club,Torcaill,,2,,,Yes,No,Sports Club,53.4375156643841,-6.14289090755704
1010,Portmarnock AFC Soccer Club,Off Limetree Avenue,,,,,Yes,No,Sports Club,53.4404534862534,-6.1362628738285
1011,White Sands Hotel,Strand Road,,,,,Yes,No,Hotel,53.4351079953362,-6.12377549479852
1012,Hollywood Lakes Golf Club,Naul Road,,,,,Yes,No,Sports Club,53.5519185132869,-6.26781176995885
1013,Donabate Health Centre,St. Patricks Terrace,,,,,Yes,No,Health Centre,53.4855586403859,-6.14722303431446
1014,Ballycoolin Training Centre (Fingal County Council),Ballycoolin Business Park,,,,,Yes,No,Training Centre,53.4096704319887,-6.3612061500502
1015,Westmanstown Sports Centre and Golf Club,Luttrellstown Road,,2,,TRUE,Yes,No,Sports Club,53.3800741766899,-6.44173674350765
1016,Westmanstown Sports Centre and Golf Club,Luttrellstown Road,,2,,TRUE,Yes,No,Sports Club,53.3800524740978,-6.4416637946574
1017,Westmanstown Sports Centre and Golf Club,Luttrellstown Road,,2,,TRUE,Yes,No,Sports Club,53.3799964519774,-6.44139581264081
1018,Westmanstown Sports Centre and Golf Club,Luttrellstown Road,,2,,TRUE,Yes,No,Sports Club,53.3800148719128,-6.44146562834536
1019,Porterstown Park,Luttrellstown Road,,2,,,Yes,No,Park,53.3713840149661,-6.40368445195823
1020,Porterstown Park,Luttrellstown Road,,2,,,Yes,No,Park,53.3713617097146,-6.40359508215767
1021,Superquinn,The Plaza,,,,TRUE,Yes,No,Supermarket,53.4199455324088,-6.38180916358925
1022,Superquinn,The Plaza,,,,TRUE,Yes,No,Supermarket,53.4199029276149,-6.38179254020273
1023,Fingal County Council Building,GROVE ROAD,,4, ,TRUE,TRUE,TRUE,Local Authority,53.3906367341533,-6.39387323470271
1024,Fingal County Council Building,GROVE ROAD,,,,TRUE,Yes,No,Local Authority,53.3904603064282,-6.39358714168466
1025,St. Philip the Apostle Church,Mountview Road,,,,,Yes,No,Church,53.3908612458073,-6.40750865507556
1026,St. Philip the Apostle Church,Mountview Road,,,,,Yes,No,Church,53.3908709997885,-6.40764174764119
1027,Mountview Community and Sports Centre,Whitechapel Road,,,,,Yes,No,"Community Centre, Sports Club",53.3900532079234,-6.40532834246206
1028,Mountview Community and Sports Centre,Whitechapel Road,,,,,Yes,No,"Community Centre, Sports Club",53.3900452950561,-6.40527889628621
1029,Hartstown Health Centre,Cherryfield Lawn,,2,,,Yes,No,Health Centre,53.3923476240429,-6.42132893518815
1030,Hartstown Health Centre,Cherryfield Lawn,,2,,,Yes,No,Health Centre,53.392316111922,-6.42133010146697
1031,Scoil Grainne & Scoil Pobail Setanta National Schools,Phibblestown Wood,,2,,,Yes,No,Primary School,53.3982688105672,-6.4354948550591
1032,Scoil Grainne & Scoil Pobail Setanta National Schools,Phibblestown Wood,,2,,,Yes,No,Primary School,53.3982482779861,-6.43553402260033
1033,Rush & Lusk Train Station,Rush Road,,2,,TRUE,Yes,No,Train,53.5207539145303,-6.14385014078619
1034,Rush & Lusk Train Station,Rush Road,,2,,TRUE,Yes,No,Train,53.5207309606465,-6.14387287296362
1035,Rush & Lusk Train Station,Rush Road,,3,,TRUE,Yes,No,Train,53.5204225898954,-6.14394284960506
1036,Rush & Lusk Train Station,Rush Road,,3,,TRUE,Yes,No,Train,53.5204468709438,-6.14392223440565
1037,Rush & Lusk Train Station,Rush Road,,3,,TRUE,Yes,No,Train,53.5204698913924,-6.14390384608275
1038,Rush & Lusk Train Station,Rush Road,,4,,TRUE,Yes,No,Train,53.5207923459556,-6.14324010614125
1039,Rush & Lusk Train Station,Rush Road,,4,,TRUE,Yes,No,Train,53.5207590742187,-6.14326546176083
1040,Rush & Lusk Train Station,Rush Road,,4,,TRUE,Yes,No,Train,53.5207297191054,-6.14329281933878
1041,Rush & Lusk Train Station,Rush Road,,4,,TRUE,Yes,No,Train,53.5207042113458,-6.14331783530174
1042,Rush & Lusk Train Station,Rush Road,,2,,TRUE,Yes,No,Train,53.5206124653445,-6.1434131009274
1043,Rush & Lusk Train Station,Rush Road,,2,,TRUE,Yes,No,Train,53.5205882855897,-6.14344023196454
1044,Rush & Lusk Train Station,Rush Road,,,,,Yes,No,Train,53.5203840917643,-6.14363167002979
1045,Donabate Train Station,Hearse Road,,9, ,TRUE,TRUE, ,Train,53.4860452425098,-6.15126529162338
1046,Donabate Train Station,Hearse Road,,9, ,TRUE,TRUE, ,Train,53.4860686743099,-6.15126261179049
1047,Donabate Train Station,Hearse Road,,9, ,TRUE,TRUE, ,Train,53.4860919858588,-6.15125976991207
1048,Donabate Train Station,Hearse Road,,9,TRUE,TRUE,TRUE, ,Train,53.4861118072069,-6.15125790715862
1049,Donabate Train Station,Hearse Road,,9, ,TRUE,TRUE, ,Train,53.4861327705523,-6.15125375387988
1050,Donabate Train Station,Hearse Road,,9,,TRUE,Yes,,Train,53.4861541636663,-6.15124978383678
1051,Donabate Train Station,Hearse Road,,9,,TRUE,Yes,,Train,53.4861766730534,-6.15124674024169
1052,Donabate Train Station,Hearse Road,,9,,TRUE,Yes,,Train,53.4861979652684,-6.15124443977422
1053,Donabate Train Station,Hearse Road,,9,,TRUE,Yes,,Train,53.4862225137296,-6.15124062030569
1054,Donabate Train Station,Hearse Road,,9,,TRUE,Yes,,Train,53.4862195193641,-6.15107365227277
1055,Donabate Train Station,Hearse Road,,9,,TRUE,Yes,,Train,53.4861949593611,-6.15107678365715
1056,Donabate Train Station,Hearse Road,,9,,TRUE,Yes,,Train,53.486170831113,-6.1510812721137
1057,Donabate Train Station,Hearse Road,,9,,TRUE,Yes,,Train,53.4861458721786,-6.15108510952432
1058,Donabate Train Station,Hearse Road,,9,,TRUE,Yes,,Train,53.4861254106763,-6.15108806261429
1059,Donabate Train Station,Hearse Road,,9,,TRUE,Yes,,Train,53.4861053596294,-6.15109099633978
1060,Donabate Train Station,Hearse Road,,9,,TRUE,Yes,,Train,53.4860877563616,-6.15109313791958
1061,Donabate Train Station,Hearse Road,,9,,TRUE,Yes,,Train,53.4860668852781,-6.15109610881728
1062,Donabate Train Station,Hearse Road,,9,,TRUE,Yes,,Train,53.4860406550722,-6.15109725130799
1063,Naomh Barrog GAA,Kilbarrack Parade,,2,,,Yes,No,Sports Club,53.3904749057876,-6.151670399248
1064,Naomh Barrog GAA,Kilbarrack Parade,,2,,,Yes,No,Sports Club,53.3904292087368,-6.15169610590206
1065,Howth Junction Train Station,Kilbarrack Road,,,,,Yes,No,Train,53.391227328249,-6.15451512128314
1066,Howth Junction Train Station,Kilbarrack Road,,,,,Yes,No,Train,53.3910408756895,-6.15403398711756
1067,LaVerna Day Centre,Grange Road,,,,,Yes,No,Health Centre,53.3978850219823,-6.13891333707313
1068,LaVerna Day Centre,Grange Road,,,,,Yes,No,Health Centre,53.3977669488705,-6.13894767681759
1069,LaVerna Day Centre,Grange Road,,,,,Yes,No,Health Centre,53.3976731418962,-6.13897220049018
1070,St. Marys Girls Primary School,Grange Road,,,,,Yes,No,Primary School,53.397818963549,-6.13825667473674
1071,Baldoyle Library and Offices,Strand Road,,,,,Yes,No,Library,53.3969889578494,-6.12572442598944
1072,Breffni Gardens,Main Street,,,,,Yes,No,Housing,53.397475788621,-6.12666976631155
1073,Sisters of Charity Convent,Main Street,,2,,,Yes,No,Convent,53.3982491295326,-6.12711474808979
1074,Sisters of Charity Convent,Main Street,,2,,,Yes,No,Convent,53.398303148521,-6.12714629503315
1075,St Michaels House,Seapoint Avenue,,2,,,Yes,No,Health Centre,53.3979258652487,-6.12855143689837
1076,St Michaels House,Seapoint Avenue,,2,,,Yes,No,Health Centre,53.3979615733201,-6.1283802883
1077,Sutton Golf Club,Burrow Road,,,,,Yes,No,Sports Club,53.3958004100379,-6.11491577668468
1078,St Fintans Church,Greenfield Road,,2,,,Yes,No,Church,53.3874845198009,-6.10384600506297
1079,St Fintans Church,Greenfield Road,,2,,,Yes,No,Church,53.3874860350063,-6.10375360269045
1080,St Fintans Church,Greenfield Road,,2,,,Yes,No,Church,53.3875565221975,-6.10354209348828
1081,St Fintans Church,Greenfield Road,,2,,,Yes,No,Church,53.3875556108542,-6.10348473837295
1082,Quay West Restaurant & Bar,Harbour Road,,2,,,Yes,No,Restaurant and Pub,53.3888359007124,-6.07335099733862
1083,Quay West Restaurant & Bar,Harbour Road,,2,,,Yes,No,Restaurant and Pub,53.3888264696971,-6.07330536538598
1084,St Marys Church,Howth Road,,2,,TRUE,No,No,Church,53.3883510990863,-6.07923856379538
1085,St Marys Church,Howth Road,,2,,TRUE,No,No,Church,53.3883295721649,-6.07924030143881
1086,Deerpark Hotel and Golf Club,Deerpark,,,,TRUE,Yes,No,Hotel and Sports Club,53.3807062184461,-6.07759793889967
1087,Radisson SAS Hotel,Dublin Airport,,,,,Yes,No,Hotel,53.4267719404848,-6.23289480399693
1088,Radisson SAS Hotel,Dublin Airport,,,,,Yes,No,Hotel,53.4267258220827,-6.23286936517758
1089,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.423130317381,-6.22761945587555
1090,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.4231302363307,-6.22766570810315
1091,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.4231317657423,-6.22771703494033
1092,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.4231325089427,-6.22776710795598
1093,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.4231678814165,-6.22756521912954
1094,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.4231955099882,-6.22756535322595
1095,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.4232239056882,-6.22756545691213
1096,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.4232538346796,-6.22756549530396
1097,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.4232837437321,-6.22756425100013
